whole_word,whole_word_furigana,whole_word_romaji,whole_word_translation,jlpt_level,character,kanji_use_count,kanji_stroke_count,kanji_translation,kun_readings,kun_romaji,on_readings,on_romaji,radical_basis,radical_meaning,kana_romaji,kana_stroke_count,char_type
光熱費,こうねつひ,kounetsuhi,cost of fuel and light,N1,光,11.0,6.0,"ray, light","ひか.る, ひかり","hika.ru, hikari",コウ,kou,儿,legs,,,kanji
光熱費,こうねつひ,kounetsuhi,cost of fuel and light,N1,熱,12.0,15.0,"heat, temperature, fever, mania, passion",あつ.い,atsu.i,ネツ,netsu,火,fire,,,kanji
光熱費,こうねつひ,kounetsuhi,cost of fuel and light,N1,費,9.0,12.0,"expense, cost, spend, consume, waste","つい.やす, つい.える","tsui.yasu, tsui.eru",ヒ,hi,貝,shell,,,kanji
購買,こうばい,koubai,"purchase, buy",N1,購,3.0,17.0,"subscription, buy",,,コウ,kou,貝,shell,,,kanji
購買,こうばい,koubai,"purchase, buy",N1,買,4.0,12.0,buy,か.う,ka.u,バイ,bai,貝,shell,,,kanji
好評,こうひょう,kouhyou,"popularity, favorable reputation",N1,好,18.0,6.0,"fond, pleasing, like something","この.む, す.く, よ.い, い.い","kono.mu, su.ku, yo.i, i.i",コウ,kou,女,woman,,,kanji
好評,こうひょう,kouhyou,"popularity, favorable reputation",N1,評,7.0,12.0,"evaluate, criticism, comment",,,ヒョウ,hyou,言,speech,,,kanji
交付,こうふ,koufu,"delivering, furnishing (with copies)",N1,交,22.0,6.0,"mingle, mixing, association, coming & going","まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも","maji.waru, maji.eru, ma.jiru, maji.ru, ma.zaru, ma.zeru, -ka.u, ka.wasu, kawa.su, komogomo",コウ,kou,亠,lid,,,kanji
交付,こうふ,koufu,"delivering, furnishing (with copies)",N1,付,38.0,5.0,"adhere, attach, refer to, append","つ.ける, -つ.ける, -づ.ける, つ.け, つ.け-, -つ.け, -づ.け, -づけ, つ.く, -づ.く, つ.き, -つ.き, -つき, -づ.き, -づき","tsu.keru, -tsu.keru, -zu.keru, tsu.ke, tsu.ke-, -tsu.ke, -zu.ke, -zuke, tsu.ku, -zu.ku, tsu.ki, -tsu.ki, -tsuki, -zu.ki, -zuki",フ,fu,人,man,,,kanji
公募,こうぼ,koubo,"public appeal, public contribution",N1,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公募,こうぼ,koubo,"public appeal, public contribution",N1,募,5.0,12.0,"recruit, campaign, gather (contributions), enlist, grow violent",つの.る,tsuno.ru,ボ,bo,力,power,,,kanji
巧妙,こうみょう,koumyou,"ingenious, skillful, clever",N1,巧,3.0,5.0,"adroit, skilled, ingenuity","たく.み, たく.む, うま.い","taku.mi, taku.mu, uma.i",コウ,kou,工,work,,,kanji
巧妙,こうみょう,koumyou,"ingenious, skillful, clever",N1,妙,4.0,7.0,"exquisite, strange, queer, mystery, miracle, excellent, delicate, charming",たえ,tae,"ミョウ, ビョウ","myou, byou",女,woman,,,kanji
公用,こうよう,kouyou,"government business, public use, public expense",N1,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公用,こうよう,kouyou,"government business, public use, public expense",N1,用,34.0,5.0,"utilize, business, service, use, employ",もち.いる,mochi.iru,ヨウ,you,用,use,,,kanji
小売,こうり,kouri,retail,N1,小,24.0,3.0,"little, small","ちい.さい, こ-, お-, さ-","chii.sai, ko-, o-, sa-",ショウ,shou,小,small,,,kanji
小売,こうり,kouri,retail,N1,売,19.0,7.0,sell,"う.る, う.れる","u.ru, u.reru",バイ,bai,士,scholar,,,kanji
効率,こうりつ,kouritsu,efficiency,N1,効,7.0,8.0,"merit, efficacy, efficiency, benefit","き.く, ききめ, なら.う","ki.ku, kikime, nara.u",コウ,kou,力,power,,,kanji
効率,こうりつ,kouritsu,efficiency,N1,率,10.0,11.0,"ratio, rate, proportion, %, factor, lead, spearhead, command",ひき.いる,hiki.iru,"ソツ, リツ, シュツ","sotsu, ritsu, shutsu",玄,dark,,,kanji
公立,こうりつ,kouritsu,public institution,N1,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公立,こうりつ,kouritsu,public institution,N1,立,36.0,5.0,"stand up, rise, set up, erect","た.つ, -た.つ, た.ち-, た.てる, -た.てる, た.て-, たて-, -た.て, -だ.て, -だ.てる","ta.tsu, -ta.tsu, ta.chi-, ta.teru, -ta.teru, ta.te-, tate-, -ta.te, -da.te, -da.teru","リツ, リュウ, リットル","ritsu, ryuu, rittoru",立,stand,,,kanji
護衛,ごえい,goei,"guard, convoy, escort",N1,護,7.0,20.0,"safeguard, protect",まも.る,mamo.ru,ゴ,go,言,speech,,,kanji
護衛,ごえい,goei,"guard, convoy, escort",N1,衛,5.0,16.0,"defense, protection",,,"エイ, エ","ei, e",行,go,,,kanji
コーナー,コーナー,koーnaー,corner,N1,コ,,,,,,,,,,ko,2.0,kana
コーナー,コーナー,koーnaー,corner,N1,ー,,,,,,,,,,,,kana
コーナー,コーナー,koーnaー,corner,N1,ナ,,,,,,,,,,na,2.0,kana
コーナー,コーナー,koーnaー,corner,N1,ー,,,,,,,,,,,,kana
小柄,こがら,kogara,"small, diminutive",N1,小,24.0,3.0,"little, small","ちい.さい, こ-, お-, さ-","chii.sai, ko-, o-, sa-",ショウ,shou,小,small,,,kanji
小柄,こがら,kogara,"small, diminutive",N1,柄,7.0,9.0,"design, pattern, build, nature, character, handle, crank, grip, knob, shaft","がら, え, つか","gara, e, tsuka",ヘイ,hei,木,tree,,,kanji
小切手,こぎって,kogitte,"cheque, check",N1,小,24.0,3.0,"little, small","ちい.さい, こ-, お-, さ-","chii.sai, ko-, o-, sa-",ショウ,shou,小,small,,,kanji
小切手,こぎって,kogitte,"cheque, check",N1,切,37.0,4.0,"cut, cutoff, be sharp","き.る, -き.る, き.り, -き.り, -ぎ.り, き.れる, -き.れる, き.れ, -き.れ, -ぎ.れ","ki.ru, -ki.ru, ki.ri, -ki.ri, -gi.ri, ki.reru, -ki.reru, ki.re, -ki.re, -gi.re","セツ, サイ","setsu, sai",刀,knife,,,kanji
小切手,こぎって,kogitte,"cheque, check",N1,手,61.0,4.0,hand,"て, て-, -て, た-","te, te-, -te, ta-","シュ, ズ","shu, zu",手,hand,,,kanji
国産,こくさん,kokusan,domestic products,N1,国,23.0,8.0,country,くに,kuni,コク,koku,囗,enclosure,,,kanji
国産,こくさん,kokusan,domestic products,N1,産,27.0,11.0,"products, bear, give birth, yield, childbirth, native, property","う.む, う.まれる, うぶ-, む.す","u.mu, u.mareru, ubu-, mu.su",サン,san,生,life,,,kanji
国定,こくてい,kokutei,"state-sponsored, national",N1,国,23.0,8.0,country,くに,kuni,コク,koku,囗,enclosure,,,kanji
国定,こくてい,kokutei,"state-sponsored, national",N1,定,37.0,8.0,"determine, fix, establish, decide","さだ.める, さだ.まる, さだ.か","sada.meru, sada.maru, sada.ka","テイ, ジョウ","tei, jou",宀,roof,,,kanji
告白,こくはく,kokuhaku,"confession, acknowledgment",N1,告,9.0,7.0,"revelation, tell, inform, announce",つ.げる,tsu.geru,コク,koku,口,mouth,,,kanji
告白,こくはく,kokuhaku,"confession, acknowledgment",N1,白,10.0,5.0,white,"しろ, しら-, しろ.い","shiro, shira-, shiro.i","ハク, ビャク","haku, byaku",白,white,,,kanji
国防,こくぼう,kokubou,national defense,N1,国,23.0,8.0,country,くに,kuni,コク,koku,囗,enclosure,,,kanji
国防,こくぼう,kokubou,national defense,N1,防,11.0,7.0,"ward off, defend, protect, resist",ふせ.ぐ,fuse.gu,ボウ,bou,dam,mound,,,kanji
国有,こくゆう,kokuyuu,national ownership,N1,国,23.0,8.0,country,くに,kuni,コク,koku,囗,enclosure,,,kanji
国有,こくゆう,kokuyuu,national ownership,N1,有,21.0,6.0,"possess, have, exist, happen, occur, approx",あ.る,a.ru,"ユウ, ウ","yuu, u",月,moon,,,kanji
極楽,ごくらく,gokuraku,paradise,N1,極,10.0,12.0,"poles, settlement, conclusion, end, highest rank, electric poles, very, extremely, most, highly, 10**48","きわ.める, きわ.まる, きわ.まり, きわ.み, き.める, -ぎ.め, き.まる","kiwa.meru, kiwa.maru, kiwa.mari, kiwa.mi, ki.meru, -gi.me, ki.maru","キョク, ゴク","kyoku, goku",木,tree,,,kanji
極楽,ごくらく,gokuraku,paradise,N1,楽,11.0,13.0,"music, comfort, ease","たの.しい, たの.しむ, この.む","tano.shii, tano.shimu, kono.mu","ガク, ラク, ゴウ","gaku, raku, gou",木,tree,,,kanji
国連,こくれん,kokuren,"U.N., United Nations",N1,国,23.0,8.0,country,くに,kuni,コク,koku,囗,enclosure,,,kanji
国連,こくれん,kokuren,"U.N., United Nations",N1,連,17.0,10.0,"take along, lead, join, connect, party, gang, clique","つら.なる, つら.ねる, つ.れる, -づ.れ","tsura.naru, tsura.neru, tsu.reru, -zu.re",レン,ren,辵,walk,,,kanji
焦げ茶,こげちゃ,kogecha,dark brown,N1,焦,5.0,12.0,"char, hurry, impatient, irritate, burn, scorch, singe","こ.げる, こ.がす, こ.がれる, あせ.る, じ.れる, じ.らす","ko.geru, ko.gasu, ko.gareru, ase.ru, ji.reru, ji.rasu",ショウ,shou,火,fire,,,kanji
焦げ茶,こげちゃ,kogecha,dark brown,N1,げ,,,,,,,,,,ge,5.0,kana
焦げ茶,こげちゃ,kogecha,dark brown,N1,茶,13.0,9.0,tea,,,"チャ, サ","cha, sa",艸,grass,,,kanji
語源,ごげん,gogen,"word root, word derivation, etymology",N1,語,21.0,14.0,"word, speech, language","かた.る, かた.らう","kata.ru, kata.rau",ゴ,go,言,speech,,,kanji
語源,ごげん,gogen,"word root, word derivation, etymology",N1,源,7.0,13.0,"source, origin",みなもと,minamoto,ゲン,gen,水,water,,,kanji
心地,ここち,kokochi,"feeling, sensation, mood",N1,心,33.0,4.0,"heart, mind, spirit, heart radical (no. 61)","こころ, -ごころ","kokoro, -gokoro",シン,shin,心,heart,,,kanji
心地,ここち,kokochi,"feeling, sensation, mood",N1,地,49.0,6.0,"ground, earth",,,"チ, ジ","chi, ji",土,earth,,,kanji
心得,こころえ,kokoroe,"knowledge, information",N1,心,33.0,4.0,"heart, mind, spirit, heart radical (no. 61)","こころ, -ごころ","kokoro, -gokoro",シン,shin,心,heart,,,kanji
心得,こころえ,kokoroe,"knowledge, information",N1,得,11.0,11.0,"gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit","え.る, う.る","e.ru, u.ru",トク,toku,彳,step,,,kanji
心掛け,こころがけ,kokorogake,"readiness, intention, aim",N1,心,33.0,4.0,"heart, mind, spirit, heart radical (no. 61)","こころ, -ごころ","kokoro, -gokoro",シン,shin,心,heart,,,kanji
心掛け,こころがけ,kokorogake,"readiness, intention, aim",N1,掛,25.0,11.0,"hang, suspend, depend, arrive at, tax, pour","か.ける, -か.ける, か.け, -か.け, -が.け, か.かる, -か.かる, -が.かる, か.かり, -が.かり, かかり, -がかり","ka.keru, -ka.keru, ka.ke, -ka.ke, -ga.ke, ka.karu, -ka.karu, -ga.karu, ka.kari, -ga.kari, kakari, -gakari","カイ, ケイ","kai, kei",手,hand,,,kanji
心掛け,こころがけ,kokorogake,"readiness, intention, aim",N1,け,,,,,,,,,,ke,3.0,kana
心掛ける,こころがける,kokorogakeru,"to bear in mind, to aim to do",N1,心,33.0,4.0,"heart, mind, spirit, heart radical (no. 61)","こころ, -ごころ","kokoro, -gokoro",シン,shin,心,heart,,,kanji
心掛ける,こころがける,kokorogakeru,"to bear in mind, to aim to do",N1,掛,25.0,11.0,"hang, suspend, depend, arrive at, tax, pour","か.ける, -か.ける, か.け, -か.け, -が.け, か.かる, -か.かる, -が.かる, か.かり, -が.かり, かかり, -がかり","ka.keru, -ka.keru, ka.ke, -ka.ke, -ga.ke, ka.karu, -ka.karu, -ga.karu, ka.kari, -ga.kari, kakari, -gakari","カイ, ケイ","kai, kei",手,hand,,,kanji
心掛ける,こころがける,kokorogakeru,"to bear in mind, to aim to do",N1,け,,,,,,,,,,ke,3.0,kana
心掛ける,こころがける,kokorogakeru,"to bear in mind, to aim to do",N1,る,,,,,,,,,,ru,1.0,kana
志,こころざし,kokorozashi,"will, intention, motive",N1,志,6.0,7.0,"intention, plan, resolve, aspire, motive, hopes, shilling","シリング, こころざ.す, こころざし","shiringu, kokoroza.su, kokorozashi",シ,shi,心,heart,,,kanji
志す,こころざす,kokorozasu,"to plan, to intend, to aspire to",N1,志,6.0,7.0,"intention, plan, resolve, aspire, motive, hopes, shilling","シリング, こころざ.す, こころざし","shiringu, kokoroza.su, kokorozashi",シ,shi,心,heart,,,kanji
志す,こころざす,kokorozasu,"to plan, to intend, to aspire to",N1,す,,,,,,,,,,su,2.0,kana
心強い,こころづよい,kokorozuyoi,"heartening, reassuring",N1,心,33.0,4.0,"heart, mind, spirit, heart radical (no. 61)","こころ, -ごころ","kokoro, -gokoro",シン,shin,心,heart,,,kanji
心強い,こころづよい,kokorozuyoi,"heartening, reassuring",N1,強,21.0,11.0,strong,"つよ.い, つよ.まる, つよ.める, し.いる, こわ.い","tsuyo.i, tsuyo.maru, tsuyo.meru, shi.iru, kowa.i","キョウ, ゴウ","kyou, gou",弓,bow,,,kanji
心強い,こころづよい,kokorozuyoi,"heartening, reassuring",N1,い,,,,,,,,,,i,2.0,kana
心細い,こころぼそい,kokorobosoi,"helpless, hopeless, discouraging",N1,心,33.0,4.0,"heart, mind, spirit, heart radical (no. 61)","こころ, -ごころ","kokoro, -gokoro",シン,shin,心,heart,,,kanji
心細い,こころぼそい,kokorobosoi,"helpless, hopeless, discouraging",N1,細,8.0,11.0,"dainty, get thin, taper, slender, narrow, detailed, precise","ほそ.い, ほそ.る, こま.か, こま.かい","hoso.i, hoso.ru, koma.ka, koma.kai",サイ,sai,糸,silk,,,kanji
心細い,こころぼそい,kokorobosoi,"helpless, hopeless, discouraging",N1,い,,,,,,,,,,i,2.0,kana
試み,こころみ,kokoromi,"trial, experiment",N1,試,6.0,13.0,"test, try, attempt, experiment, ordeal","こころ.みる, ため.す","kokoro.miru, tame.su",シ,shi,言,speech,,,kanji
試み,こころみ,kokoromi,"trial, experiment",N1,み,,,,,,,,,,mi,2.0,kana
試みる,こころみる,kokoromiru,"to try, to test",N1,試,6.0,13.0,"test, try, attempt, experiment, ordeal","こころ.みる, ため.す","kokoro.miru, tame.su",シ,shi,言,speech,,,kanji
試みる,こころみる,kokoromiru,"to try, to test",N1,み,,,,,,,,,,mi,2.0,kana
試みる,こころみる,kokoromiru,"to try, to test",N1,る,,,,,,,,,,ru,1.0,kana
快い,こころよい,kokoroyoi,"pleasant, agreeable",N1,快,6.0,7.0,"cheerful, pleasant, agreeable, comfortable",こころよ.い,kokoroyo.i,カイ,kai,心,heart,,,kanji
快い,こころよい,kokoroyoi,"pleasant, agreeable",N1,い,,,,,,,,,,i,2.0,kana
誤差,ごさ,gosa,error,N1,誤,5.0,14.0,"mistake, err, do wrong, mislead","あやま.る, -あやま.る","ayama.ru, -ayama.ru",ゴ,go,言,speech,,,kanji
誤差,ごさ,gosa,error,N1,差,19.0,10.0,"distinction, difference, variation, discrepancy, margin, balance","さ.す, さ.し","sa.su, sa.shi",サ,sa,工,work,,,kanji
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,ご,,,,,,,,,,go,4.0,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,ざ,,,,,,,,,,za,4.0,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,い,,,,,,,,,,i,2.0,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,ま,,,,,,,,,,ma,3.0,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,す,,,,,,,,,,su,2.0,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1, ,,,,,,,,,,,,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,(,,,,,,,,,,,,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,か,,,,,,,,,,ka,3.0,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,ん,,,,,,,,,,n,1.0,kana
ございます (かん),ございます (かん),gozaimasu (kan),"to be (polite, to exist)",N1,),,,,,,,,,,,,kana
孤児,こじ,koji,orphan,N1,孤,3.0,9.0,"orphan, alone",,,コ,ko,子,child,,,kanji
孤児,こじ,koji,orphan,N1,児,6.0,7.0,"newborn babe, child, young of animals","こ, -こ, -っこ","ko, -ko, -kko","ジ, ニ, ゲイ","ji, ni, gei",儿,legs,,,kanji
こじれる,こじれる,kojireru,"to get complicated, to grow worse",N1,こ,,,,,,,,,,ko,2.0,kana
こじれる,こじれる,kojireru,"to get complicated, to grow worse",N1,じ,,,,,,,,,,ji,3.0,kana
こじれる,こじれる,kojireru,"to get complicated, to grow worse",N1,れ,,,,,,,,,,re,2.0,kana
こじれる,こじれる,kojireru,"to get complicated, to grow worse",N1,る,,,,,,,,,,ru,1.0,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1,こ,,,,,,,,,,ko,2.0,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1,す,,,,,,,,,,su,2.0,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1, ,,,,,,,,,,,,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1,(,,,,,,,,,,,,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1,み,,,,,,,,,,mi,2.0,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1,ず,,,,,,,,,,zu,4.0,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1,を,,,,,,,,,,wo,3.0,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1,～,,,,,,,,,,,,kana
こす (みずを～),こす (みずを～),kosu (mizuwo～),"to strain, to filter",N1,),,,,,,,,,,,,kana
梢,こずえ,kozue,treetop,N1,梢,1.0,11.0,"treetops, twig","こずえ, くすのき","kozue, kusunoki",ショウ,shou,木,tree,,,kanji
個性,こせい,kosei,"individuality, personality, idiosyncrasy",N1,個,6.0,10.0,"individual, counter for articles",,,"コ, カ","ko, ka",人,man,,,kanji
個性,こせい,kosei,"individuality, personality, idiosyncrasy",N1,性,16.0,8.0,"sex, gender, nature",さが,saga,"セイ, ショウ","sei, shou",心,heart,,,kanji
戸籍,こせき,koseki,"census, family register",N1,戸,7.0,4.0,"door, counter for houses, door radical (no. 63)",と,to,コ,ko,戶,door,,,kanji
戸籍,こせき,koseki,"census, family register",N1,籍,3.0,20.0,"enroll, domiciliary register, membership",,,セキ,seki,竹,bamboo,,,kanji
古代,こだい,kodai,ancient times,N1,古,8.0,5.0,old,"ふる.い, ふる-, -ふる.す","furu.i, furu-, -furu.su",コ,ko,口,mouth,,,kanji
古代,こだい,kodai,ancient times,N1,代,21.0,5.0,"substitute, change, convert, replace, period, age, counter for decades of ages, eras, etc., generation, charge, rate, fee","か.わる, かわ.る, かわ.り, か.わり, -がわ.り, -が.わり, か.える, よ, しろ","ka.waru, kawa.ru, kawa.ri, ka.wari, -gawa.ri, -ga.wari, ka.eru, yo, shiro","ダイ, タイ","dai, tai",人,man,,,kanji
こたつ,こたつ,kotatsu,"table with heater, (originally) charcoal brazier in a floor well",N1,こ,,,,,,,,,,ko,2.0,kana
こたつ,こたつ,kotatsu,"table with heater, (originally) charcoal brazier in a floor well",N1,た,,,,,,,,,,ta,4.0,kana
こたつ,こたつ,kotatsu,"table with heater, (originally) charcoal brazier in a floor well",N1,つ,,,,,,,,,,tsu,1.0,kana
こだわる,こだわる,kodawaru,"to fuss over, to be particular about",N1,こ,,,,,,,,,,ko,2.0,kana
こだわる,こだわる,kodawaru,"to fuss over, to be particular about",N1,だ,,,,,,,,,,da,6.0,kana
こだわる,こだわる,kodawaru,"to fuss over, to be particular about",N1,わ,,,,,,,,,,wa,2.0,kana
こだわる,こだわる,kodawaru,"to fuss over, to be particular about",N1,る,,,,,,,,,,ru,1.0,kana
誇張,こちょう,kochou,exaggeration,N1,誇,3.0,13.0,"boast, be proud, pride, triumphantly",ほこ.る,hoko.ru,コ,ko,言,speech,,,kanji
誇張,こちょう,kochou,exaggeration,N1,張,13.0,11.0,"counter for bows & stringed instruments, stretch, spread, put up (tent)","は.る, -は.り, -ば.り","ha.ru, -ha.ri, -ba.ri",チョウ,chou,弓,bow,,,kanji
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1,こ,,,,,,,,,,ko,2.0,kana
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1,つ,,,,,,,,,,tsu,1.0,kana
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1, ,,,,,,,,,,,,kana
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1,(,,,,,,,,,,,,kana
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1,を,,,,,,,,,,wo,3.0,kana
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1,つ,,,,,,,,,,tsu,1.0,kana
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1,か,,,,,,,,,,ka,3.0,kana
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1,む,,,,,,,,,,mu,3.0,kana
こつ (をつかむ),こつ (をつかむ),kotsu (wotsukamu),"secret, trick, hang",N1,),,,,,,,,,,,,kana
滑稽,こっけい,kokkei,"funny, humorous, comical",N1,滑,4.0,13.0,"slippery, slide, slip, fail exam","すべ.る, なめ.らか","sube.ru, name.raka","カツ, コツ","katsu, kotsu",水,water,,,kanji
滑稽,こっけい,kokkei,"funny, humorous, comical",N1,稽,2.0,15.0,"think, consider","かんが.える, とど.める","kanga.eru, todo.meru",ケイ,kei,禾,grain,,,kanji
国交,こっこう,kokkou,diplomatic relations,N1,国,23.0,8.0,country,くに,kuni,コク,koku,囗,enclosure,,,kanji
国交,こっこう,kokkou,diplomatic relations,N1,交,22.0,6.0,"mingle, mixing, association, coming & going","まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも","maji.waru, maji.eru, ma.jiru, maji.ru, ma.zaru, ma.zeru, -ka.u, ka.wasu, kawa.su, komogomo",コウ,kou,亠,lid,,,kanji
